STREETSEGID,BIKEINCIDENTS,PEDINCIDENTS,PEDFATALITIES,LVL1,LVL2,LVL3,RISK_SUM,RISK_INDEX,
9893,1,0,0,1,0,0,1,1,
9896,2,3,0,0,2,0,6,2,
9897,0,1,0,0,0,0,0,1,
9903,1,0,0,0,1,0,3,1,
9907,1,0,0,0,1,0,3,1,
9908,0,1,0,0,0,0,0,1,
9916,1,0,0,0,1,0,3,1,
9917,3,1,0,1,1,1,7,2,
9920,0,2,0,0,0,0,0,1,
9922,1,2,0,1,0,0,1,1,
9923,2,1,0,0,2,0,6,2,
9924,1,1,0,0,1,0,3,1,
9929,0,2,0,0,0,0,0,1,
9930,0,1,0,0,0,0,0,1,
9935,4,3,0,2,2,0,8,2,
9937,0,1,0,0,0,0,0,1,
9940,0,1,0,0,0,0,0,1,
9943,0,1,0,0,0,0,0,1,
9944,0,1,0,0,0,0,0,1,
9947,0,4,0,0,0,0,0,1,
9950,1,0,0,0,1,0,3,1,
9951,1,0,0,0,1,0,3,1,
9952,1,0,0,0,1,0,3,1,
9954,1,2,0,1,0,0,1,1,
9962,0,1,0,0,0,0,0,1,
9966,0,2,0,0,0,0,0,1,
9967,0,1,0,0,0,0,0,1,
9968,1,1,0,0,1,0,3,1,
9969,0,1,0,0,0,0,0,1,
9971,0,1,0,0,0,0,0,1,
9972,0,2,0,0,0,0,0,1,
9973,0,1,0,0,0,0,0,1,
9980,0,1,0,0,0,0,0,1,
9984,3,0,0,0,3,0,9,2,
9986,0,1,0,0,0,0,0,1,
9987,0,1,0,0,0,0,0,1,
9992,1,3,0,0,1,0,3,1,
9994,1,0,0,0,1,0,3,1,
9998,1,0,0,0,1,0,3,1,
10001,1,0,0,0,1,0,3,1,
10008,2,0,0,0,2,0,6,2,
10010,3,5,0,0,3,0,9,2,
10014,9,5,0,2,6,1,23,3,
10015,2,0,0,0,2,0,6,2,
10022,9,0,0,2,7,0,23,3,
10024,3,0,0,1,2,0,7,2,
10032,0,1,0,0,0,0,0,1,
10038,0,3,0,0,0,0,0,1,
10039,0,3,0,0,0,0,0,1,
10043,1,0,0,0,1,0,3,1,
10049,2,0,0,0,1,1,6,2,
10054,0,1,0,0,0,0,0,1,
10066,0,1,0,0,0,0,0,1,
10068,0,1,0,0,0,0,0,1,
10072,1,0,0,0,1,0,3,1,
10076,1,0,0,0,0,1,3,1,
10078,1,1,0,0,1,0,3,1,
10080,1,1,0,0,1,0,3,1,
10081,3,6,0,1,2,0,7,2,
10085,0,1,0,0,0,0,0,1,
10089,0,1,0,0,0,0,0,1,
10091,0,1,0,0,0,0,0,1,
10095,6,3,0,1,5,0,16,3,
10097,0,1,0,0,0,0,0,1,
10098,1,1,0,1,0,0,1,1,
10111,2,1,0,0,2,0,6,2,
10117,0,1,0,0,0,0,0,1,
10119,2,0,0,0,2,0,6,2,
10129,1,0,0,0,0,1,3,1,
10130,0,1,0,0,0,0,0,1,
10131,0,1,0,0,0,0,0,1,
10136,0,2,1,0,0,0,0,1,
10139,4,2,0,1,3,0,10,2,
10140,0,1,0,0,0,0,0,1,
10142,1,5,0,0,1,0,3,1,
10145,1,0,0,0,1,0,3,1,
10147,3,0,0,0,1,2,9,2,
10148,1,0,0,0,1,0,3,1,
10150,0,4,0,0,0,0,0,1,
10152,10,11,0,2,8,0,26,3,
10154,0,1,0,0,0,0,0,1,
10156,0,1,0,0,0,0,0,1,
10159,0,2,0,0,0,0,0,1,
10161,1,0,0,0,1,0,3,1,
10163,3,0,0,2,1,0,5,1,
10166,1,0,0,0,1,0,3,1,
10168,2,2,0,1,1,0,4,1,
10169,0,1,0,0,0,0,0,1,
10171,1,2,0,0,0,1,3,1,
10172,2,0,0,0,2,0,6,2,
10175,0,1,0,0,0,0,0,1,
10178,0,1,0,0,0,0,0,1,
10179,1,0,0,0,1,0,3,1,
10182,1,0,0,0,1,0,3,1,
10183,1,1,0,1,0,0,1,1,
10185,2,1,0,1,1,0,4,1,
10187,0,1,0,0,0,0,0,1,
10190,2,3,0,1,1,0,4,1,
10191,3,0,0,2,1,0,5,1,
10193,1,0,0,0,0,1,3,1,
10202,0,2,0,0,0,0,0,1,
10208,1,1,0,0,1,0,3,1,
10209,1,2,0,0,1,0,3,1,
10226,1,1,0,0,1,0,3,1,
10230,1,2,0,0,1,0,3,1,
10231,0,1,0,0,0,0,0,1,
10237,1,1,0,0,1,0,3,1,
10240,1,0,0,0,1,0,3,1,
10248,1,1,0,1,0,0,1,1,
10254,1,1,0,0,1,0,3,1,
10257,1,0,0,0,1,0,3,1,
10258,2,1,0,0,1,1,6,2,
10261,0,1,0,0,0,0,0,1,
10268,2,3,0,0,2,0,6,2,
10270,0,1,0,0,0,0,0,1,
10273,0,2,0,0,0,0,0,1,
10275,2,1,0,1,1,0,4,1,
10276,1,0,0,0,1,0,3,1,
10279,1,3,0,1,0,0,1,1,
10281,1,0,0,1,0,0,1,1,
10289,0,3,0,0,0,0,0,1,
10290,1,1,0,0,1,0,3,1,
10299,1,0,0,0,1,0,3,1,
10305,0,1,0,0,0,0,0,1,
10307,1,0,0,0,1,0,3,1,
10312,0,3,0,0,0,0,0,1,
10316,0,1,0,0,0,0,0,1,
10320,3,2,0,1,2,0,7,2,
10322,2,1,0,0,2,0,6,2,
10325,1,1,0,1,0,0,1,1,
10337,0,1,0,0,0,0,0,1,
10341,1,0,0,0,1,0,3,1,
10342,0,1,0,0,0,0,0,1,
10344,1,3,0,0,1,0,3,1,
10353,2,1,0,1,1,0,4,1,
10354,1,3,0,0,1,0,3,1,
10355,0,1,0,0,0,0,0,1,
10362,0,1,0,0,0,0,0,1,
10365,0,1,0,0,0,0,0,1,
10368,1,1,0,0,1,0,3,1,
10369,0,4,0,0,0,0,0,1,
10373,1,0,0,0,0,1,3,1,
10375,0,2,0,0,0,0,0,1,
10378,1,1,0,1,0,0,1,1,
10387,0,1,0,0,0,0,0,1,
10388,0,1,0,0,0,0,0,1,
10396,4,1,0,0,3,1,12,3,
10397,3,2,0,0,3,0,9,2,
10402,1,5,0,0,1,0,3,1,
10408,0,1,0,0,0,0,0,1,
10409,0,1,0,0,0,0,0,1,
10411,3,1,0,0,2,1,9,2,
10414,1,2,0,0,1,0,3,1,
10417,3,1,0,2,1,0,5,1,
10423,0,1,0,0,0,0,0,1,
10428,0,1,0,0,0,0,0,1,
10429,0,2,0,0,0,0,0,1,
10431,0,1,0,0,0,0,0,1,
10433,0,1,0,0,0,0,0,1,
10435,2,2,0,0,2,0,6,2,
10446,0,1,0,0,0,0,0,1,
10452,1,1,0,0,1,0,3,1,
10454,1,0,0,0,1,0,3,1,
10458,6,2,0,1,4,1,16,3,
10462,3,1,0,0,3,0,9,2,
10468,0,1,0,0,0,0,0,1,
10478,0,1,0,0,0,0,0,1,
10485,4,3,0,2,2,0,8,2,
10495,4,3,0,0,4,0,12,3,
10496,1,0,0,0,0,1,3,1,
10503,1,0,0,0,1,0,3,1,
10511,0,1,0,0,0,0,0,1,
10516,1,0,0,0,1,0,3,1,
10517,0,1,0,0,0,0,0,1,
10520,0,1,0,0,0,0,0,1,
10528,1,0,0,0,1,0,3,1,
10530,1,0,0,0,1,0,3,1,
10531,1,0,0,0,1,0,3,1,
10534,0,2,0,0,0,0,0,1,
10535,0,3,0,0,0,0,0,1,
10538,0,2,0,0,0,0,0,1,
10548,1,0,0,0,0,1,3,1,
10560,2,1,0,0,2,0,6,2,
10565,1,2,0,0,1,0,3,1,
10569,0,4,0,0,0,0,0,1,
10571,5,0,0,0,5,0,15,3,
10572,0,1,0,0,0,0,0,1,
10578,4,2,0,1,3,0,10,2,
10579,2,1,0,1,1,0,4,1,
10588,4,2,0,0,3,1,12,3,
10589,0,1,0,0,0,0,0,1,
10591,5,4,0,1,4,0,13,3,
10595,4,1,0,0,4,0,12,3,
10600,0,1,0,0,0,0,0,1,
10602,3,0,0,1,1,1,7,2,
10603,1,1,0,1,0,0,1,1,
10604,0,1,0,0,0,0,0,1,
10607,2,1,0,1,1,0,4,1,
10608,0,1,0,0,0,0,0,1,
10624,1,0,0,0,1,0,3,1,
10628,0,1,0,0,0,0,0,1,
10630,0,2,0,0,0,0,0,1,
10631,0,1,0,0,0,0,0,1,
10634,0,1,0,0,0,0,0,1,
10636,1,0,0,0,1,0,3,1,
10657,0,2,0,0,0,0,0,1,
10663,0,2,0,0,0,0,0,1,
10667,0,1,0,0,0,0,0,1,
10669,0,1,0,0,0,0,0,1,
10674,2,0,0,0,2,0,6,2,
10686,0,1,0,0,0,0,0,1,
10691,0,2,0,0,0,0,0,1,
10695,0,1,0,0,0,0,0,1,
10697,1,0,0,0,1,0,3,1,
10698,1,0,0,1,0,0,1,1,
10701,1,1,0,1,0,0,1,1,
10720,0,1,0,0,0,0,0,1,
10722,0,1,0,0,0,0,0,1,
10724,1,2,0,1,0,0,1,1,
10727,2,3,0,1,1,0,4,1,
10728,1,0,0,0,1,0,3,1,
10729,0,1,0,0,0,0,0,1,
10730,0,3,0,0,0,0,0,1,
10739,2,3,0,0,2,0,6,2,
10744,2,0,0,2,0,0,2,1,
10752,0,2,1,0,0,0,0,1,
10756,2,0,0,0,1,1,6,2,
10761,1,2,0,0,1,0,3,1,
10764,1,0,0,0,1,0,3,1,
10766,1,0,0,0,1,0,3,1,
10772,0,1,0,0,0,0,0,1,
10773,0,1,0,0,0,0,0,1,
10777,1,1,0,0,1,0,3,1,
10788,0,1,0,0,0,0,0,1,
10792,0,1,0,0,0,0,0,1,
10793,0,1,0,0,0,0,0,1,
10794,0,1,0,0,0,0,0,1,
10796,1,0,0,0,1,0,3,1,
10803,1,0,0,0,1,0,3,1,
10807,0,1,0,0,0,0,0,1,
10810,1,2,0,0,0,1,3,1,
10812,0,1,0,0,0,0,0,1,
10817,1,2,0,0,1,0,3,1,
10821,1,1,0,1,0,0,1,1,
10824,1,0,0,0,1,0,3,1,
10825,0,1,0,0,0,0,0,1,
10826,0,1,0,0,0,0,0,1,
10829,2,0,0,0,2,0,6,2,
10837,0,1,0,0,0,0,0,1,
10840,0,1,0,0,0,0,0,1,
10842,2,4,0,1,1,0,4,1,
10849,1,1,0,0,1,0,3,1,
10856,3,2,0,0,3,0,9,2,
10858,1,2,0,1,0,0,1,1,
10864,1,0,0,1,0,0,1,1,
10867,3,2,0,1,2,0,7,2,
10877,2,1,0,1,0,1,4,1,
10879,1,2,0,0,1,0,3,1,
10889,1,0,0,0,1,0,3,1,
10896,0,1,0,0,0,0,0,1,
10897,3,3,0,2,1,0,5,1,
10902,1,0,0,0,1,0,3,1,
10906,0,3,0,0,0,0,0,1,
10908,1,1,0,1,0,0,1,1,
10909,0,2,0,0,0,0,0,1,
10913,3,2,0,1,1,1,7,2,
10916,1,0,0,1,0,0,1,1,
10920,0,1,0,0,0,0,0,1,
10921,1,0,0,0,1,0,3,1,
10922,1,0,0,0,1,0,3,1,
10929,0,3,0,0,0,0,0,1,
10930,1,9,0,0,1,0,3,1,
10931,0,2,0,0,0,0,0,1,
10936,1,0,0,0,1,0,3,1,
10944,0,1,0,0,0,0,0,1,
10945,1,0,0,0,1,0,3,1,
10948,2,3,0,1,1,0,4,1,
10954,1,3,0,0,1,0,3,1,
10955,0,1,0,0,0,0,0,1,
10959,0,1,0,0,0,0,0,1,
10960,0,1,0,0,0,0,0,1,
10961,0,1,0,0,0,0,0,1,
10963,0,1,0,0,0,0,0,1,
10969,0,1,0,0,0,0,0,1,
10971,1,0,0,0,1,0,3,1,
10973,0,4,0,0,0,0,0,1,
10974,1,0,0,0,1,0,3,1,
10975,2,0,0,2,0,0,2,1,
10983,1,0,0,0,1,0,3,1,
10985,0,2,0,0,0,0,0,1,
10990,0,2,0,0,0,0,0,1,
10994,0,1,0,0,0,0,0,1,
10995,0,1,0,0,0,0,0,1,
10998,0,1,0,0,0,0,0,1,
10999,1,0,0,0,1,0,3,1,
11000,1,1,0,1,0,0,1,1,
11002,0,1,0,0,0,0,0,1,
11007,0,2,0,0,0,0,0,1,
11011,1,0,0,0,1,0,3,1,
11015,0,1,0,0,0,0,0,1,
11017,2,7,0,1,1,0,4,1,
11019,0,1,0,0,0,0,0,1,
11020,0,1,0,0,0,0,0,1,
11024,0,1,0,0,0,0,0,1,
11026,1,0,0,0,1,0,3,1,
11031,0,1,0,0,0,0,0,1,
11033,1,0,0,0,1,0,3,1,
11042,0,1,0,0,0,0,0,1,
11050,0,1,0,0,0,0,0,1,
11060,0,1,0,0,0,0,0,1,
11066,1,4,0,0,1,0,3,1,
11067,0,2,0,0,0,0,0,1,
11068,0,2,0,0,0,0,0,1,
11072,0,1,0,0,0,0,0,1,
11075,2,5,0,0,1,1,6,2,
11076,0,1,0,0,0,0,0,1,
11081,0,1,0,0,0,0,0,1,
11085,0,4,0,0,0,0,0,1,
11091,1,0,0,0,1,0,3,1,
11093,0,2,0,0,0,0,0,1,
11105,0,1,0,0,0,0,0,1,
11109,5,1,0,1,4,0,13,3,
11113,0,1,0,0,0,0,0,1,
11117,4,0,0,1,2,1,10,2,
11119,4,3,0,2,2,0,8,2,
11120,1,0,0,0,1,0,3,1,
11124,0,1,0,0,0,0,0,1,
11128,0,1,1,0,0,0,0,1,
11132,0,1,0,0,0,0,0,1,
11134,3,0,0,1,1,1,7,2,
11144,0,1,0,0,0,0,0,1,
11146,2,0,0,0,2,0,6,2,
11151,0,1,0,0,0,0,0,1,
11164,0,1,0,0,0,0,0,1,
11166,0,2,0,0,0,0,0,1,
11167,2,1,0,1,1,0,4,1,
11177,0,1,0,0,0,0,0,1,
11178,0,1,0,0,0,0,0,1,
11180,2,0,0,0,2,0,6,2,
11184,1,0,0,1,0,0,1,1,
11185,0,1,0,0,0,0,0,1,
11186,2,0,0,0,2,0,6,2,
11188,4,4,0,2,2,0,8,2,
11189,1,1,0,0,1,0,3,1,
11194,0,1,0,0,0,0,0,1,
11200,0,1,0,0,0,0,0,1,
11205,1,0,0,0,1,0,3,1,
11213,1,2,0,0,1,0,3,1,
11214,1,0,0,0,0,1,3,1,
11220,0,3,0,0,0,0,0,1,
11221,0,2,1,0,0,0,0,1,
11222,1,0,0,0,1,0,3,1,
11224,0,2,0,0,0,0,0,1,
11230,0,1,0,0,0,0,0,1,
11236,1,3,0,0,1,0,3,1,
11244,1,0,0,0,1,0,3,1,
11246,1,1,0,1,0,0,1,1,
11249,0,3,0,0,0,0,0,1,
11253,1,0,0,0,1,0,3,1,
11255,1,0,0,0,1,0,3,1,
11256,0,1,0,0,0,0,0,1,
11257,1,0,0,1,0,0,1,1,
11263,1,0,0,1,0,0,1,1,
11269,0,2,0,0,0,0,0,1,
11271,0,1,0,0,0,0,0,1,
11272,1,1,0,0,1,0,3,1,
11274,1,0,0,1,0,0,1,1,
11277,1,3,0,0,1,0,3,1,
11280,0,1,0,0,0,0,0,1,
11282,4,6,0,0,4,0,12,3,
11291,0,1,0,0,0,0,0,1,
11294,1,1,0,0,1,0,3,1,
11295,0,4,0,0,0,0,0,1,
11299,0,1,0,0,0,0,0,1,
11300,0,2,0,0,0,0,0,1,
11301,1,0,0,0,1,0,3,1,
11313,2,3,0,0,2,0,6,2,
11315,4,2,0,0,4,0,12,3,
11316,4,0,0,0,4,0,12,3,
11321,1,0,0,0,1,0,3,1,
11322,1,1,0,0,1,0,3,1,
11323,1,2,0,0,1,0,3,1,
11331,0,1,0,0,0,0,0,1,
11332,3,2,0,1,2,0,7,2,
11334,0,2,0,0,0,0,0,1,
11337,0,1,0,0,0,0,0,1,
11343,0,1,0,0,0,0,0,1,
11346,1,0,0,1,0,0,1,1,
11347,1,3,0,0,1,0,3,1,
11349,1,1,0,0,1,0,3,1,
11350,0,2,0,0,0,0,0,1,
11351,0,1,0,0,0,0,0,1,
11353,0,2,0,0,0,0,0,1,
11356,1,1,0,0,1,0,3,1,
11357,1,1,0,1,0,0,1,1,
11358,1,2,0,0,1,0,3,1,
11361,0,1,0,0,0,0,0,1,
11363,0,1,0,0,0,0,0,1,
11365,1,2,0,0,1,0,3,1,
11369,1,0,0,0,1,0,3,1,
11371,2,7,0,1,1,0,4,1,
11374,0,1,0,0,0,0,0,1,
11378,0,2,0,0,0,0,0,1,
11379,0,2,0,0,0,0,0,1,
11380,1,2,0,0,0,1,3,1,
11382,0,1,0,0,0,0,0,1,
11383,0,1,0,0,0,0,0,1,
11385,3,1,0,0,3,0,9,2,
11386,2,2,0,0,2,0,6,2,
11387,4,0,0,0,4,0,12,3,
11390,0,1,0,0,0,0,0,1,
11398,1,0,0,0,1,0,3,1,
11399,9,6,0,2,7,0,23,3,
11403,2,5,0,1,1,0,4,1,
11407,1,5,0,0,1,0,3,1,
11410,1,0,0,0,1,0,3,1,
11413,2,2,0,0,1,1,6,2,
11414,1,1,0,0,1,0,3,1,
11417,1,0,0,0,1,0,3,1,
11427,1,0,0,0,1,0,3,1,
11433,1,0,0,0,1,0,3,1,
11436,3,6,0,1,0,2,7,2,
11443,1,0,0,0,1,0,3,1,
11447,1,0,0,0,1,0,3,1,
11450,7,4,0,1,6,0,19,3,
11457,0,3,0,0,0,0,0,1,
11459,2,0,0,0,2,0,6,2,
11463,2,3,0,0,1,1,6,2,
11466,1,1,0,0,1,0,3,1,
11468,0,1,0,0,0,0,0,1,
11469,1,2,0,0,0,1,3,1,
11470,1,1,0,0,1,0,3,1,
11471,0,1,0,0,0,0,0,1,
11473,0,1,0,0,0,0,0,1,
11475,4,4,0,0,4,0,12,3,
11480,0,1,0,0,0,0,0,1,
11486,0,1,0,0,0,0,0,1,
11489,0,1,0,0,0,0,0,1,
11490,2,0,0,0,2,0,6,2,
11491,0,1,0,0,0,0,0,1,
11492,0,1,0,0,0,0,0,1,
11493,0,1,0,0,0,0,0,1,
11495,2,3,0,0,2,0,6,2,
11497,3,3,0,1,2,0,7,2,
11498,0,1,1,0,0,0,0,1,
11500,1,0,0,1,0,0,1,1,
11502,0,4,0,0,0,0,0,1,
11508,1,0,0,1,0,0,1,1,
11512,1,1,0,0,1,0,3,1,
11513,1,2,0,0,1,0,3,1,
11515,1,0,0,0,1,0,3,1,
11519,0,1,0,0,0,0,0,1,
11533,2,0,0,1,1,0,4,1,
11537,0,1,0,0,0,0,0,1,
11540,0,1,0,0,0,0,0,1,
11542,0,2,0,0,0,0,0,1,
11543,2,1,0,0,2,0,6,2,
11546,1,0,0,0,0,1,3,1,
11548,0,2,0,0,0,0,0,1,
11549,2,3,0,0,2,0,6,2,
11555,0,1,0,0,0,0,0,1,
11565,1,0,0,1,0,0,1,1,
11573,0,1,0,0,0,0,0,1,
11579,0,2,0,0,0,0,0,1,
11587,1,0,0,0,1,0,3,1,
11588,0,1,0,0,0,0,0,1,
11590,0,1,0,0,0,0,0,1,
11592,2,0,0,0,2,0,6,2,
11593,0,1,0,0,0,0,0,1,
11594,0,2,0,0,0,0,0,1,
11600,0,1,0,0,0,0,0,1,
11604,1,0,0,0,1,0,3,1,
11607,0,1,0,0,0,0,0,1,
11610,1,0,0,0,0,1,3,1,
11612,1,0,0,0,1,0,3,1,
11616,3,3,0,0,3,0,9,2,
11617,1,1,0,0,1,0,3,1,
11618,0,1,0,0,0,0,0,1,
11620,1,2,0,0,1,0,3,1,
11622,2,7,0,0,2,0,6,2,
11631,2,0,0,0,2,0,6,2,
11633,1,2,0,0,1,0,3,1,
11638,0,1,0,0,0,0,0,1,
11642,0,3,0,0,0,0,0,1,
11646,0,4,0,0,0,0,0,1,
11657,0,1,0,0,0,0,0,1,
11662,0,1,0,0,0,0,0,1,
11665,0,2,0,0,0,0,0,1,
11667,0,1,0,0,0,0,0,1,
11669,3,2,0,1,2,0,7,2,
11670,0,4,0,0,0,0,0,1,
11671,0,1,0,0,0,0,0,1,
11676,4,1,0,0,4,0,12,3,
11681,0,1,0,0,0,0,0,1,
11682,0,1,0,0,0,0,0,1,
11683,1,0,0,0,0,1,3,1,
11684,0,1,0,0,0,0,0,1,
11686,1,0,0,1,0,0,1,1,
11688,0,1,0,0,0,0,0,1,
11689,0,1,0,0,0,0,0,1,
11702,0,2,0,0,0,0,0,1,
11705,1,0,0,0,0,1,3,1,
11707,1,1,0,0,1,0,3,1,
11709,0,1,0,0,0,0,0,1,
11710,2,0,0,0,2,0,6,2,
11714,4,1,0,1,3,0,10,2,
11716,0,1,0,0,0,0,0,1,
11726,1,1,0,1,0,0,1,1,
11728,2,0,0,1,1,0,4,1,
11729,1,0,0,1,0,0,1,1,
11739,0,1,0,0,0,0,0,1,
11741,1,2,0,0,1,0,3,1,
11747,1,1,0,1,0,0,1,1,
11749,1,1,0,0,1,0,3,1,
11750,1,3,0,0,0,1,3,1,
11751,2,2,0,0,2,0,6,2,
11760,0,1,0,0,0,0,0,1,
11764,0,1,0,0,0,0,0,1,
11766,1,1,0,1,0,0,1,1,
11768,1,0,0,0,1,0,3,1,
11775,0,2,0,0,0,0,0,1,
11783,0,1,0,0,0,0,0,1,
11790,2,1,0,1,1,0,4,1,
11794,1,3,0,0,1,0,3,1,
11796,0,1,0,0,0,0,0,1,
11801,3,1,0,0,2,1,9,2,
11805,1,1,0,1,0,0,1,1,
11807,0,1,0,0,0,0,0,1,
11810,0,1,0,0,0,0,0,1,
11818,0,1,0,0,0,0,0,1,
11819,3,1,0,0,2,1,9,2,
11821,0,2,0,0,0,0,0,1,
11828,2,4,0,0,2,0,6,2,
11829,1,1,0,0,1,0,3,1,
11838,0,2,0,0,0,0,0,1,
11841,4,3,0,1,3,0,10,2,
11842,0,1,0,0,0,0,0,1,
11846,0,1,0,0,0,0,0,1,
11847,1,1,0,0,1,0,3,1,
11849,0,1,0,0,0,0,0,1,
11858,0,1,0,0,0,0,0,1,
11863,0,1,0,0,0,0,0,1,
11871,0,1,0,0,0,0,0,1,
11872,0,1,0,0,0,0,0,1,
11875,3,2,0,0,1,2,9,2,
11877,0,1,0,0,0,0,0,1,
11879,1,2,0,0,1,0,3,1,
11886,0,2,0,0,0,0,0,1,
11887,0,2,0,0,0,0,0,1,
11888,0,1,0,0,0,0,0,1,
11889,0,2,0,0,0,0,0,1,
11891,0,1,0,0,0,0,0,1,
11893,0,2,0,0,0,0,0,1,
11897,1,1,0,1,0,0,1,1,
11900,0,1,0,0,0,0,0,1,
11907,0,1,0,0,0,0,0,1,
11908,1,0,0,0,1,0,3,1,
11914,1,0,0,0,0,1,3,1,
11922,0,1,0,0,0,0,0,1,
11924,0,2,0,0,0,0,0,1,
11929,3,0,0,0,2,1,9,2,
11931,0,1,0,0,0,0,0,1,
11932,13,16,0,4,8,1,31,3,
11934,0,1,0,0,0,0,0,1,
11937,1,0,0,0,1,0,3,1,
11938,0,2,0,0,0,0,0,1,
11940,2,0,0,1,1,0,4,1,
11942,0,1,0,0,0,0,0,1,
11943,1,0,0,0,1,0,3,1,
11946,2,0,0,1,1,0,4,1,
11948,1,0,0,1,0,0,1,1,
11949,1,1,0,1,0,0,1,1,
11957,0,1,1,0,0,0,0,1,
11959,0,1,0,0,0,0,0,1,
11963,1,1,0,0,1,0,3,1,
11965,1,0,0,0,1,0,3,1,
11968,1,0,0,0,0,1,3,1,
11973,1,0,0,0,1,0,3,1,
11976,1,1,0,1,0,0,1,1,
11978,1,0,0,0,1,0,3,1,
11987,2,0,0,1,1,0,4,1,
11988,0,1,0,0,0,0,0,1,
11989,2,0,0,1,1,0,4,1,
11991,1,3,0,0,1,0,3,1,
11994,0,1,0,0,0,0,0,1,
11996,1,7,0,0,1,0,3,1,
12000,0,1,0,0,0,0,0,1,
12001,0,2,0,0,0,0,0,1,
12006,1,0,0,0,1,0,3,1,
12007,1,0,0,0,1,0,3,1,
12011,1,1,0,0,1,0,3,1,
12014,0,2,0,0,0,0,0,1,
12016,2,1,0,0,2,0,6,2,
12024,1,2,0,0,1,0,3,1,
12025,0,3,0,0,0,0,0,1,
12026,0,1,0,0,0,0,0,1,
12028,0,1,0,0,0,0,0,1,
12035,0,4,0,0,0,0,0,1,
12039,1,0,0,0,1,0,3,1,
12041,0,1,0,0,0,0,0,1,
12046,1,1,0,0,1,0,3,1,
12057,0,1,0,0,0,0,0,1,
12059,1,0,0,1,0,0,1,1,
12061,0,1,0,0,0,0,0,1,
12067,2,3,0,0,2,0,6,2,
12070,0,2,0,0,0,0,0,1,
12075,1,0,0,1,0,0,1,1,
12077,2,3,0,1,1,0,4,1,
12080,1,1,0,0,1,0,3,1,
12082,0,1,0,0,0,0,0,1,
12086,1,0,0,0,1,0,3,1,
12087,0,1,0,0,0,0,0,1,
12093,0,1,0,0,0,0,0,1,
12095,2,0,0,0,2,0,6,2,
12097,0,1,0,0,0,0,0,1,
12099,1,0,0,0,1,0,3,1,
12107,1,0,0,0,1,0,3,1,
12110,2,2,0,0,2,0,6,2,
12117,1,4,0,0,0,1,3,1,
12119,1,2,0,0,1,0,3,1,
12125,1,0,0,0,1,0,3,1,
12131,0,1,0,0,0,0,0,1,
12132,0,1,0,0,0,0,0,1,
12139,1,1,0,0,1,0,3,1,
12141,0,1,0,0,0,0,0,1,
12143,3,5,0,0,3,0,9,2,
12146,2,0,0,0,2,0,6,2,
12148,0,1,0,0,0,0,0,1,
12152,1,0,0,0,0,1,3,1,
12158,1,3,0,0,1,0,3,1,
12159,0,1,0,0,0,0,0,1,
12160,0,1,0,0,0,0,0,1,
12162,1,0,0,1,0,0,1,1,
12167,2,11,0,0,2,0,6,2,
12168,1,0,0,0,1,0,3,1,
12170,0,3,0,0,0,0,0,1,
12172,1,1,0,0,1,0,3,1,
12175,1,2,0,0,1,0,3,1,
12179,1,0,0,0,1,0,3,1,
12183,4,1,0,0,4,0,12,3,
12193,0,1,0,0,0,0,0,1,
12199,0,1,0,0,0,0,0,1,
12203,0,1,0,0,0,0,0,1,
12205,0,1,0,0,0,0,0,1,
12206,0,1,0,0,0,0,0,1,
12208,0,1,0,0,0,0,0,1,
12210,0,1,0,0,0,0,0,1,
12213,2,1,0,1,1,0,4,1,
12215,1,0,0,0,1,0,3,1,
12226,1,1,0,0,1,0,3,1,
12227,0,2,0,0,0,0,0,1,
12233,0,1,0,0,0,0,0,1,
12241,0,1,0,0,0,0,0,1,
12244,1,0,0,1,0,0,1,1,
12245,0,8,0,0,0,0,0,1,
12248,1,1,0,0,1,0,3,1,
12251,1,2,0,1,0,0,1,1,
12254,1,0,0,0,1,0,3,1,
12258,1,2,0,0,1,0,3,1,
12262,0,1,0,0,0,0,0,1,
12265,1,0,0,0,0,1,3,1,
12268,0,1,0,0,0,0,0,1,
12269,0,1,0,0,0,0,0,1,
12273,0,1,0,0,0,0,0,1,
12274,2,1,0,0,2,0,6,2,
12285,0,1,0,0,0,0,0,1,
12289,1,6,0,1,0,0,1,1,
12291,0,2,0,0,0,0,0,1,
12299,0,2,0,0,0,0,0,1,
12306,2,4,0,0,2,0,6,2,
12314,1,0,0,0,1,0,3,1,
12315,1,0,0,0,1,0,3,1,
12319,3,0,0,0,2,1,9,2,
12326,1,0,0,0,1,0,3,1,
12328,1,1,0,0,1,0,3,1,
12335,2,0,0,0,2,0,6,2,
12336,3,3,0,0,3,0,9,2,
12337,0,1,0,0,0,0,0,1,
12343,2,10,0,1,1,0,4,1,
12348,1,0,0,1,0,0,1,1,
12352,3,2,0,0,2,1,9,2,
12353,1,0,0,1,0,0,1,1,
12361,0,1,0,0,0,0,0,1,
12372,0,1,0,0,0,0,0,1,
12373,1,3,0,0,1,0,3,1,
12379,0,8,0,0,0,0,0,1,
12392,1,0,0,0,1,0,3,1,
12394,2,0,0,2,0,0,2,1,
12399,3,6,0,1,2,0,7,2,
12400,2,0,0,0,1,1,6,2,
12403,0,1,0,0,0,0,0,1,
12415,1,0,0,1,0,0,1,1,
12429,0,1,0,0,0,0,0,1,
12430,1,2,0,0,1,0,3,1,
12432,0,1,0,0,0,0,0,1,
12434,0,1,0,0,0,0,0,1,
